date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact
2018-11-15,shot,,47.0,M,W,Centennial,NJ,False,other,Car,True,-88.093,41.805,True
2019-11-01,shot,gun,40.0,M,B,Odessa,FL,False,attack,Not fleeing,False,-73.984,40.591,True
2017-10-16,shot,gun,31.0,M,H,Simpsonville,TX,False,attack,Not fleeing,False,-117.028,32.956,True
2018-09-16,shot,undetermined,24.0,M,H,Manitowoc,CA,False,attack,Not fleeing,False,-101.882,35.222,True
2015-09-18,shot,,28.0,M,B,Dickson,IL,False,attack,Car,False,-83.996,36.428,True
2016-09-26,shot,gun,39.0,M,W,Burnsville,OK,True,attack,Car,False,-80.247,32.981,True
2021-03-25,shot,gun,24.0,M,H,Chicago,TX,False,attack,Not fleeing,True,-75.603,39.28,True
2015-05-30,shot,,39.0,M,H,Cottonwood,CA,False,attack,Car,False,-76.629,38.925,True
2018-09-08,shot,gun,25.0,M,W,Citronelle,MN,True,other,Not fleeing,False,-97.334,32.811,True
2018-11-10,shot,gun,18.0,M,W,Clarksdale,CA,False,attack,Car,False,-123.824,46.97,True
2016-07-16,shot,toy weapon,44.0,M,H,Lake Asbury,AZ,False,attack,Not fleeing,True,-101.831,35.202,True
2015-10-17,shot,,54.0,M,W,Modesto,TX,False,other,Car,False,-86.519,36.2,True
2017-06-13,shot,unarmed,50.0,M,H,Baton Rouge,TX,False,attack,Foot,False,-90.008,38.212,True
2015-04-04,shot,gun,28.0,M,W,Edgewood,TN,False,attack,Not fleeing,False,-80.311,25.979,True
2016-10-31,shot,gun,49.0,M,B,Brookville,MO,False,other,Not fleeing,False,-94.043,36.169,True
2016-10-20,shot,gun,26.0,M,H,Jacksonville,CO,False,attack,Not fleeing,False,-79.757,39.821,True
2018-12-11,shot and Tasered,knife,35.0,M,W,Calhoun,FL,False,other,Not fleeing,True,-111.875,42.09,True
2020-01-16,shot,toy weapon,48.0,M,B,West Haven,NC,True,attack,Car,False,-93.531,44.791,True
2019-03-14,shot,gun,33.0,M,W,Ontario,WV,True,attack,Not fleeing,False,-117.29,34.108,True
2015-01-30,shot,chair,27.0,M,W,Billings,TN,True,attack,Not fleeing,False,-119.769,36.803,True
2019-09-16,shot,gun,23.0,M,W,Sanger,TX,False,attack,Not fleeing,False,-97.247,32.864,True
2017-07-01,shot,,34.0,M,W,Glendale,PA,False,attack,Car,False,-77.289,37.291,True
2016-04-20,shot,knife,35.0,M,B,Perryville,OK,False,other,Not fleeing,False,-90.628,29.542,True
2017-07-31,shot,gun,43.0,M,B,Oshkosh,CA,False,attack,Foot,False,-83.031,29.675,True
2016-01-05,shot,unarmed,35.0,M,H,Redding,FL,False,undetermined,Other,True,-102.38,31.834,True
2018-08-28,shot,gun,30.0,M,B,Tarboro,TX,False,attack,Not fleeing,True,-121.022,37.664,True
2018-08-20,shot,gun,34.0,M,B,Gonic,CO,False,other,Not fleeing,True,-119.862,39.678,True
2016-11-06,shot,gun,55.0,M,H,Hensley,WI,False,attack,Foot,False,-116.963,32.795,True
2019-03-02,shot,gun,47.0,M,W,Fairchild,SC,False,undetermined,Not fleeing,False,-109.33,34.094,True
2015-11-17,shot,gun,17.0,M,B,Cayce,FL,False,attack,Not fleeing,False,-97.111,31.585,True
2016-01-18,shot,gun,27.0,M,W,Phoenix,AR,False,attack,Not fleeing,False,-97.289,32.889,True
2020-09-12,shot,gun,50.0,M,B,West Sacramento,NC,True,attack,Not fleeing,False,-94.214,30.176,True
2018-04-13,shot,gun,48.0,M,W,Thornton,CA,True,other,Other,False,-98.312,26.19,True
2016-04-06,shot,gun,30.0,M,B,Oak Hill,MS,False,attack,Not fleeing,False,-83.006,42.5,True
2019-12-25,shot,unarmed,49.0,M,W,Ocala,OK,True,other,Car,True,-83.329,36.863,True
2015-02-23,shot,gun,54.0,F,W,Powder Springs,KY,False,attack,Not fleeing,False,-96.751,32.655,True
2019-10-13,shot and Tasered,unarmed,19.0,M,W,Glendale,IN,False,attack,Other,False,-111.775,34.785,True
2016-02-04,shot,baseball bat,26.0,M,W,Perry Township,VA,True,attack,Not fleeing,False,-85.59,42.282,True
2019-09-23,shot,knife,59.0,M,W,Lowell,WI,False,other,Not fleeing,False,-77.616,37.622,True
2015-08-12,shot,gun,55.0,M,B,Hobbs,IN,False,attack,Foot,False,-82.921,37.565,True
2019-12-23,shot,gun,30.0,M,B,Bryant,CA,False,attack,Not fleeing,False,-86.019,33.607,True
2017-07-19,shot,toy weapon,26.0,M,H,Fair Oaks,CA,True,attack,Not fleeing,False,-118.191,33.795,True
2021-07-16,shot,toy weapon,47.0,M,B,Hailey,FL,True,attack,Not fleeing,True,-122.166,37.754,True
2016-02-13,shot,gun,27.0,M,B,Beckville,DC,False,attack,Not fleeing,False,-82.141,29.176,True
2019-09-10,shot,gun,45.0,M,W,Wellington,TN,False,attack,Not fleeing,False,-118.09,34.076,True
2018-11-04,shot,toy weapon,46.0,M,W,Albuquerque,AZ,False,other,Car,False,-73.92,40.702,True
2019-08-05,shot,knife,30.0,M,B,Memphis,IN,False,other,Foot,False,-81.084,32.063,True
2017-07-31,shot,knife,25.0,M,B,Los Banos,MI,False,attack,Not fleeing,False,-119.335,35.589,True
2016-05-28,shot,unarmed,28.0,M,B,Eastaboga,OK,False,attack,Not fleeing,False,-83.399,33.914,True
2022-03-29,shot,gun,24.0,M,H,Mifflin Township,NM,False,attack,Not fleeing,False,-121.475,38.487,True
2015-11-18,shot,gun,28.0,M,W,Opa-Locka,OK,False,attack,Foot,False,-112.108,33.495,True
2015-12-16,shot,pitchfork,32.0,M,B,Camarillo,VA,True,other,Not fleeing,False,-97.541,35.444,True
2018-04-03,shot,gun,44.0,M,W,Huntsville,CA,False,other,,False,-94.235,36.041,True
2017-07-13,shot,gun,34.0,F,W,Crystal Springs,MI,False,attack,Not fleeing,False,-80.726,35.37,True
2019-11-25,shot,undetermined,31.0,M,W,Great Falls,MN,False,undetermined,Not fleeing,False,-123.045,44.073,True
2015-09-04,shot,gun,38.0,M,B,Springtown,FL,False,attack,Not fleeing,True,-117.159,32.718,True
2015-12-02,shot,knife,27.0,M,W,San Bernardino,KY,False,other,Not fleeing,False,-86.103,39.611,True
2016-09-16,shot and Tasered,gun,33.0,M,H,Tulsa,TX,False,attack,Not fleeing,False,-88.087,35.84,True
2017-09-01,shot,gun,25.0,M,B,Poultney,GA,False,other,Car,False,-77.442,37.542,True
2016-02-04,shot,gun,35.0,M,H,San Antonio,AZ,False,attack,Not fleeing,False,-106.845,32.285,True
2017-10-31,shot,knife,26.0,M,B,Las Cruces,IL,True,other,Not fleeing,False,-104.822,38.809,True
2019-08-02,shot,,54.0,M,W,Indianapolis,TN,False,other,Car,False,-90.158,35.156,True
2015-05-31,shot,,17.0,M,W,Palestine,FL,False,other,Car,False,-121.845,39.725,True
2015-12-04,shot,gun,48.0,M,H,Mount Washington,FL,False,attack,Not fleeing,True,-80.197,40.163,True
2015-04-12,shot,gun,52.0,M,B,Oklahoma City,AL,True,other,Not fleeing,False,-117.9,34.129,True
2021-03-29,shot,gun,35.0,M,B,Corpus Christi,TN,False,attack,Not fleeing,False,-111.673,33.466,True
2015-01-15,shot,knife,36.0,M,B,Aurora,MD,False,other,Not fleeing,True,-79.907,36.467,True
2020-02-20,shot,knife,31.0,M,W,DeKalb County,OR,False,other,,False,-81.393,41.263,True
2016-11-19,shot,undetermined,29.0,F,W,Brooklyn,DC,False,other,Car,False,-94.605,35.402,True
2018-04-01,shot,knife,35.0,M,A,Brownsville,CO,False,other,Not fleeing,False,-122.698,45.53,True
2018-04-18,shot and Tasered,undetermined,24.0,M,W,Douglasville,GA,False,undetermined,Not fleeing,True,-121.32,38.713,True
2016-10-07,shot,gun,57.0,M,W,Fort Wayne,VA,False,other,Not fleeing,True,-74.992,44.668,True
2018-03-02,shot,gun,21.0,M,W,Glendale,SC,False,other,Not fleeing,True,-82.49,28.102,True
2018-11-21,shot,knife,44.0,M,W,Lincoln Township,AZ,False,other,Not fleeing,False,-82.803,40.946,True
2018-03-02,shot,,36.0,M,H,Santa Ana,TX,False,other,Car,False,-81.334,33.839,True
2019-06-05,shot,gun,51.0,M,A,Trinity,CA,False,attack,Not fleeing,True,-120.202,39.2,True
2015-04-15,shot,knife,34.0,M,B,Miami,MI,True,other,Not fleeing,False,-77.694,43.208,True
2019-12-30,shot,gun,60.0,M,W,Wichita,WI,False,attack,Car,False,-87.493,33.207,True
2021-02-06,shot,gun,28.0,M,W,Laytonsville,ME,False,other,Not fleeing,True,-76.747,42.148,True
2019-02-23,shot,knife,41.0,M,W,Blountville,FL,True,other,Not fleeing,True,-68.817,44.789,True
2018-02-21,shot,gun,57.0,M,W,Jackson,LA,False,attack,Not fleeing,False,-80.746,37.058,True
2022-06-01,shot,gun,46.0,M,B,Lubbock,TN,False,attack,Not fleeing,False,-91.372,40.626,True
2016-06-18,shot,gun,43.0,M,H,Tupelo,CA,False,attack,Foot,False,-90.051,32.252,True
2019-10-14,shot,gun,21.0,M,W,High Point,AZ,False,attack,Not fleeing,False,-94.547,39.003,True
2020-02-25,shot,hatchet,17.0,M,B,Pocatello,NJ,True,attack,Not fleeing,False,-83.91,32.682,True
2020-08-04,shot,gun,24.0,M,A,James Island,LA,False,undetermined,Foot,True,-118.191,33.795,True
2017-02-21,shot,toy weapon,54.0,M,W,St. Louis,GA,True,other,Not fleeing,False,-84.707,33.755,True
2019-07-11,shot,gun,47.0,M,H,Arpin,CA,False,attack,Not fleeing,False,-112.092,40.711,True
2017-08-27,shot,gun,32.0,M,W,Farmington,IN,True,attack,Not fleeing,False,-83.893,35.952,True
2019-10-01,shot,gun,38.0,M,W,Bridgeview,WI,True,attack,Not fleeing,False,-72.447,41.79,True
2020-04-22,shot,gun,34.0,M,W,Los Angeles,MT,False,other,Foot,False,-82.146,34.198,True
2017-02-13,shot and Tasered,gun,30.0,M,W,Detroit,TX,False,attack,Other,False,-117.273,34.471,True
2015-05-04,shot,gun,24.0,M,H,Kennewick,NM,False,other,Not fleeing,False,-84.162,31.569,True
2019-09-28,shot,gun,29.0,M,W,Baltimore,LA,False,attack,Not fleeing,False,-117.571,33.902,True
2017-04-06,shot,gun,32.0,M,W,Bradenton,VA,True,attack,Not fleeing,False,-79.918,40.841,True
2015-10-24,shot and Tasered,screwdriver,33.0,M,W,Kenai Peninsula,ME,False,attack,Not fleeing,False,-96.301,39.206,True
2017-09-01,shot,ax,34.0,M,H,Mount Hope,CA,True,other,Not fleeing,False,-105.488,44.277,True
2015-01-28,shot,knife,31.0,M,W,Stockton,IN,True,other,Not fleeing,False,-122.993,42.418,True
2015-06-03,shot,gun,28.0,M,B,Fuqua,VA,False,attack,Not fleeing,False,-85.187,34.214,True
2018-04-01,shot,gun,23.0,M,B,Brownsville,CA,True,attack,Not fleeing,False,-122.053,37.384,True
2019-04-29,shot,gun,64.0,M,W,Edmond,FL,False,attack,,False,-97.052,34.872,True
2015-06-11,shot,knife,45.0,M,B,Pompano Beach,NC,False,attack,Not fleeing,True,-96.889,32.924,True
2016-06-04,shot,gun,52.0,M,W,Yreka,NC,False,attack,Foot,False,-104.757,40.261,True
2015-02-03,shot,gun,19.0,F,W,Emeryville,NC,False,attack,Not fleeing,False,-98.302,26.212,True
2022-05-18,shot,hatchet and gun,33.0,M,B,Guadalupe,WA,True,attack,Not fleeing,False,-111.09,32.359,True
2018-12-26,shot,knife,33.0,M,W,Clearwater,OK,True,other,Not fleeing,False,-98.74,29.853,True
2018-02-27,shot,gun,19.0,F,B,Chester,CA,False,attack,Car,False,-117.392,33.958,True
2019-06-27,shot,gun,46.0,F,W,Tulsa,GA,False,attack,Foot,False,-123.02,44.936,True
2018-03-11,shot,gun,29.0,M,B,Oakland,CA,False,attack,Car,False,-83.026,39.989,True
2015-01-22,shot,gun,51.0,M,W,Sierra Blanca,AR,False,other,,False,-84.502,39.054,True
2016-07-28,shot,gun,31.0,M,H,Sparks,CA,False,attack,Foot,False,-102.402,31.915,True
2019-06-12,shot,unarmed,42.0,M,B,Memphis,SC,True,attack,Foot,False,-85.946,33.799,True
2016-10-19,shot,knife,38.0,M,W,Henderson,WA,False,other,Foot,True,-76.442,39.138,True
2017-11-19,shot,knife,28.0,M,H,Davenport,NM,True,other,Not fleeing,False,-117.783,33.542,True
2017-10-01,shot,knife,32.0,M,A,St. Louis,HI,False,attack,Not fleeing,False,-76.963,38.931,True
2015-03-01,shot,knife,26.0,M,H,Barton,NM,False,other,Foot,True,-93.959,29.957,True
2015-12-21,shot,gun,51.0,M,B,Aurora,FL,False,other,Not fleeing,False,-73.991,40.3,True
2021-03-30,shot,undetermined,38.0,M,B,Bristol,AZ,False,other,Car,False,-81.219,34.71,True
2016-11-07,shot,unarmed,54.0,M,N,Philadelphia,AZ,False,other,Car,True,-105.123,40.414,True
2018-11-12,shot,gun,73.0,M,B,Chattanooga,IL,False,attack,Other,False,-114.583,48.072,True
2015-09-15,shot,unarmed,33.0,M,B,Miami,IN,False,attack,Other,False,-115.255,36.168,True
2015-02-14,shot,gun,26.0,M,H,Laredo,NC,False,other,Car,True,-81.78,28.066,True
2017-09-27,shot,gun,22.0,M,H,Spring Hill,OR,False,attack,Not fleeing,False,-117.539,47.644,True
2019-06-16,shot,gun,25.0,M,W,South Bend,NY,False,attack,Not fleeing,False,-122.29,40.45,True
2016-05-26,shot,rock,49.0,M,B,Sneads,OH,False,attack,Foot,False,-95.805,36.038,True
2015-12-21,shot,Taser,23.0,M,B,Douglasville,FL,False,other,Not fleeing,False,-119.659,37.08,True
2016-09-28,shot,knife,25.0,M,W,Valdosta,CA,True,other,Not fleeing,True,-111.849,33.379,True
2020-08-08,shot,gun,35.0,M,H,Clinton,TX,False,attack,Not fleeing,False,-84.229,39.704,True
2017-05-15,shot,,24.0,M,B,Del Mar,AR,False,attack,Car,False,-84.517,30.434,True
2015-06-09,shot,gun,29.0,M,B,Des Moines,MO,False,attack,Not fleeing,False,-76.677,39.343,True
2018-07-20,shot,undetermined,25.0,M,W,Riverside,WA,True,attack,Not fleeing,False,-83.206,33.344,True
2017-06-14,shot,gun,33.0,M,B,Somerville,DC,False,attack,Car,False,-80.332,27.445,True
2019-01-16,shot,knife,29.0,M,W,Charlotte,CA,False,other,Not fleeing,False,-76.233,36.817,True
2019-01-29,shot,gun,61.0,M,W,Kalihi,AR,True,attack,Not fleeing,False,-97.289,32.889,True
2017-07-27,shot,gun,39.0,M,W,Chowchilla,MO,True,attack,Car,False,-97.601,35.435,True
2016-12-27,shot,unarmed,31.0,M,W,Pearland,AZ,False,other,Foot,False,-96.984,28.83,True
2020-02-04,shot,gun,34.0,M,W,Allen,KS,False,attack,Foot,False,-81.023,29.12,True
2020-11-05,shot,knife,18.0,M,H,Crestview,CA,False,attack,Not fleeing,False,-86.573,38.91,True
2019-06-27,shot,gun,71.0,M,H,Yucca Valley,AZ,False,other,Car,False,-81.424,29.184,True
2018-10-10,shot,knife,35.0,M,B,Portland,SC,True,other,Not fleeing,False,-104.819,39.768,True
2016-05-22,shot,gun,42.0,M,B,Boulder,AR,True,attack,Not fleeing,False,-80.265,26.663,True
2017-08-27,shot,crossbow,22.0,M,H,Kettering,TX,True,attack,Not fleeing,False,-81.049,29.257,True
2019-04-04,shot,gun,39.0,F,B,Kalamazoo,MD,True,attack,Not fleeing,False,-122.859,42.361,True
2015-09-23,shot,knife,40.0,M,W,Salt Lake City,AR,True,attack,Not fleeing,False,-117.248,34.077,True
2017-02-11,shot,knife,24.0,M,W,Greenville,SC,True,other,Not fleeing,False,-112.111,33.509,True
2017-11-19,shot,knife,25.0,M,W,Greenville County,GA,False,other,Not fleeing,True,-104.564,38.275,True
2020-04-28,shot,toy weapon,30.0,M,B,Buckeye,FL,False,attack,Not fleeing,False,-76.04,39.714,True
2018-08-27,shot,gun,71.0,M,W,Phoenix,CA,False,attack,Not fleeing,False,-76.404,38.213,True
2019-03-19,shot,gun,50.0,M,H,Tampa,WA,False,attack,Other,False,-121.824,38.003,True
2018-12-30,shot,gun,37.0,M,W,Rockford,WI,True,attack,Not fleeing,False,-115.271,36.159,True
2020-01-09,shot,gun,62.0,M,W,New York,FL,True,other,Not fleeing,False,-108.901,37.323,True
2021-10-14,shot,gun,35.0,M,B,Tarboro,MN,False,attack,Foot,True,-117.066,32.562,True
2016-01-02,shot,undetermined,20.0,M,W,Sioux Falls,TN,False,other,Not fleeing,False,-115.15,36.243,True
2017-05-13,shot,gun,27.0,M,B,West Allis,AL,True,attack,Not fleeing,False,-98.603,34.604,True
2016-10-25,shot,knife,23.0,M,A,Lincoln,HI,False,other,Other,False,-83.45,34.199,True
2020-06-25,shot,gun,17.0,M,W,Atlanta,MO,False,attack,Not fleeing,False,-86.061,39.807,True
2015-12-12,shot,undetermined,46.0,M,B,Chattanooga,TX,False,other,Car,False,-104.802,37.956,True
2018-01-31,shot and Tasered,hammer,46.0,M,W,St. James,GA,True,other,Not fleeing,True,-79.547,40.279,True
2019-04-11,shot,gun,45.0,M,H,St. Louis,CA,False,other,Foot,True,-111.094,39.321,True
2020-02-09,shot,knife,34.0,M,H,Kennewick,AZ,True,attack,Not fleeing,False,-102.372,31.856,True
2021-04-01,shot,gun,46.0,M,W,Brighton,NV,False,other,Not fleeing,False,-82.28,29.505,True
2016-01-19,shot,,53.0,M,B,Dallas,CO,False,other,Car,False,-80.213,25.921,True
2016-02-14,shot,metal pole,19.0,M,W,Los Angeles,LA,True,other,Not fleeing,False,-76.883,38.956,True
2018-09-17,shot,gun,64.0,M,B,Temple Hills,AL,False,attack,Other,False,-87.692,41.649,True
2015-10-15,shot,gun,19.0,M,H,Las Vegas,TX,False,other,Car,False,-112.206,33.573,True
2016-06-01,shot,gun,53.0,M,W,Berea,IN,False,attack,Foot,True,-117.422,47.72,True
2020-01-21,shot,toy weapon,38.0,M,B,Fox Crossing,DC,False,other,Not fleeing,False,-111.958,40.694,True
2016-04-06,shot,gun,50.0,M,W,Oak Hill,NJ,False,other,Foot,True,-76.806,39.411,True
2019-04-09,shot,unarmed,55.0,M,W,Henry County,WA,False,attack,Not fleeing,False,-101.666,33.166,True
2017-06-17,shot,gun,20.0,M,W,Rapid City,OH,False,other,Foot,False,-74.228,40.739,True
2015-11-25,shot,gun,22.0,M,W,Eagar,TX,False,other,Not fleeing,False,-112.024,41.121,True
2021-02-05,shot,piece of wood,52.0,F,W,Trotwood,CA,False,attack,Not fleeing,False,-119.615,36.584,True
2021-02-04,shot,gun,31.0,M,W,High Point,TX,False,attack,Car,False,-122.536,45.536,True
2016-04-20,shot,unarmed,38.0,M,B,Homestead,MO,False,other,Car,True,-76.202,36.93,True
2021-02-15,shot,knife,57.0,M,W,El Monte,PA,False,other,Not fleeing,False,-92.599,35.953,True
2018-11-11,shot,undetermined,30.0,M,B,Wagoner,PA,False,other,Car,False,-117.795,33.684,True
2018-10-05,shot,gun,37.0,M,W,Nashville,AR,False,attack,Car,False,-97.315,32.809,True
2018-04-29,shot,gun,30.0,F,H,Redlands,CA,False,other,Not fleeing,False,-70.28,43.653,True
2020-12-04,shot,gun,30.0,M,H,Wayne County,TX,True,attack,Not fleeing,False,-105.573,36.407,True
2018-06-12,shot,gun,43.0,M,W,Hardwick,IA,True,other,Not fleeing,False,-111.672,33.415,True
2019-10-08,shot,gun,31.0,M,W,Layton,IN,False,attack,Not fleeing,False,-77.44,37.472,True
2017-08-13,shot,toy weapon,45.0,M,W,La Crosse,FL,True,attack,Not fleeing,True,-87.379,39.463,True
2021-03-11,shot,gun,28.0,M,B,Danville,WA,False,attack,Car,False,-76.315,36.944,True
2019-08-31,shot,knife,23.0,M,B,Brooklyn Center,OK,False,other,Not fleeing,False,-117.016,32.725,True
2015-05-23,shot,pair of scissors,40.0,M,B,Sedalia,WA,True,other,Not fleeing,True,-106.469,31.778,True
2019-01-24,shot,knife,52.0,M,W,St. Louis,NC,False,other,Not fleeing,True,-79.478,35.134,True
2022-10-02,shot,knife,33.0,M,W,Aurora,KY,False,attack,Not fleeing,False,-71.135,42.461,True
2020-11-03,shot,vehicle,24.0,M,W,Oakland,NM,False,attack,Car,False,-122.931,46.117,True
2018-02-11,shot,gun,53.0,M,B,Pittsburgh,PA,False,attack,Foot,False,-111.883,40.9,True
2015-06-11,shot,gun,44.0,M,B,Hackensack,TX,True,other,Not fleeing,False,-121.573,36.995,True
2020-03-08,shot,gun,35.0,M,H,Torrance,CA,False,attack,Not fleeing,False,-80.141,25.788,True
2017-06-10,shot,gun,54.0,M,W,North English,AZ,False,attack,Foot,False,-84.992,33.628,True
2020-04-10,shot,undetermined,83.0,M,B,Philadelphia,FL,False,other,Not fleeing,False,-105.086,39.708,True
2017-08-13,shot and Tasered,knife,30.0,M,W,Cosby,OR,False,other,Not fleeing,True,-83.644,32.812,True
2016-11-28,shot,gun,54.0,M,W,Columbus,CA,False,attack,Foot,False,-81.149,28.507,True
2016-04-11,shot,toy weapon,39.0,M,B,Chicago,TX,False,attack,Not fleeing,False,-97.128,34.157,True
2019-03-27,shot,gun,45.0,M,H,Terrytown,AZ,False,attack,Not fleeing,True,-84.601,40.961,True
2016-08-19,shot and Tasered,knife,20.0,M,W,Reno,CA,False,other,Not fleeing,False,-79.907,39.623,True
2015-02-23,shot,gun,37.0,M,B,Denham Springs,TN,True,attack,Not fleeing,False,-121.263,39.362,True
2018-08-27,shot,gun,24.0,M,B,Phoenix,FL,False,attack,Foot,False,-88.074,41.522,True
2020-11-13,shot,gun,35.0,M,B,Stillwater County,VA,False,attack,Not fleeing,False,-118.211,34.044,True
2015-07-04,shot and Tasered,knife,29.0,M,H,Henderson,FL,False,attack,Not fleeing,False,-122.972,44.059,True
2017-01-04,shot and Tasered,gun,60.0,M,B,Pomona,CA,False,attack,Foot,True,-92.294,38.946,True
2017-02-21,shot,unarmed,45.0,M,W,Roy,CO,False,other,Not fleeing,False,-81.814,33.519,True
2015-07-11,shot,unarmed,29.0,M,B,Olivehurst,IN,False,other,Other,False,-95.761,31.902,True
2017-07-31,shot and Tasered,chain saw,52.0,M,B,Oshkosh,MD,True,attack,Not fleeing,False,-98.102,30.003,True
2018-03-06,shot and Tasered,knife,25.0,M,W,Shelbyville,FL,False,other,Not fleeing,False,-86.865,39.574,True
2018-03-19,shot,gun,40.0,M,W,Greenville,TX,False,attack,Foot,False,-80.352,25.607,True
2015-12-27,shot,,48.0,M,W,Franklin,SC,False,other,Car,False,-88.086,41.517,True
2016-08-09,shot,,57.0,M,B,Piedmont,NY,True,other,Not fleeing,False,-80.087,34.387,True
2021-02-06,shot,gun,41.0,M,W,Mesa,FL,False,other,Car,True,-83.636,43.051,True
2021-04-06,shot,gun,56.0,M,H,Miami,CA,False,other,Foot,False,-80.475,25.437,True
2020-05-28,shot and Tasered,pipe,43.0,M,B,North Little Rock,WI,False,other,Not fleeing,False,-78.038,39.366,True
2016-02-24,shot,gun,39.0,M,W,Bailey,TX,False,attack,Foot,True,-119.112,46.245,True
2021-04-19,shot,gun,18.0,M,W,Dallas,FL,True,attack,Car,True,-92.47,34.612,True
2020-08-18,shot,glass shard,26.0,M,B,Avon Park,FL,False,other,Not fleeing,False,-116.296,43.587,True
2020-11-09,shot,gun,53.0,M,W,Baltimore,FL,False,attack,Other,False,-96.017,41.227,True
2018-07-10,shot,gun,35.0,M,H,Garland,CA,False,other,Foot,False,-76.655,39.498,True
2020-12-06,shot,undetermined,30.0,M,W,Rowland Heights,VA,False,undetermined,Not fleeing,False,-95.0,32.635,True
2019-12-19,shot,gun,34.0,M,W,Eustis,TX,False,attack,Other,False,-80.177,26.135,True
2021-03-07,shot,gun,37.0,M,W,Sparkman,MN,False,attack,Car,False,-104.818,38.838,True
2015-02-04,shot,knife,63.0,M,W,Tempe,TX,True,other,Not fleeing,False,-115.125,36.22,True
2019-10-25,shot,knife,26.0,M,W,New York,IN,True,other,Not fleeing,False,-89.054,30.383,True
2018-07-26,shot,gun,42.0,M,W,Lakemoor,GA,False,attack,Car,False,-149.9,61.218,True
2019-06-08,shot,gun,59.0,M,W,Clearwater,OK,False,other,Not fleeing,False,-110.233,31.467,True
2018-04-22,shot,vehicle,56.0,M,B,Louisville,CA,False,other,Other,False,-112.058,41.145,True
2021-01-17,shot,gun,16.0,M,W,Marion,MN,True,attack,Car,False,-122.079,37.592,True
2015-05-05,shot,gun,18.0,M,H,South El Monte,CA,False,attack,Car,False,-119.659,37.08,True
2020-02-12,shot,gun,47.0,M,W,Virginia Beach,NY,False,other,Not fleeing,True,-80.596,40.331,True
2015-11-11,shot,sword,25.0,M,H,Aiken,NV,True,attack,Not fleeing,False,-96.711,43.547,True
2015-07-25,shot,knife,49.0,M,W,Las Vegas,FL,False,attack,Not fleeing,False,-114.668,32.702,True
2015-07-01,shot,undetermined,33.0,M,H,Josephine County,AZ,False,other,Not fleeing,False,-119.336,35.355,True
2019-05-23,shot,gun,19.0,M,B,Wichita,MS,False,attack,Not fleeing,False,-95.48,29.803,True
2017-05-23,shot,gun,23.0,M,B,Knoxville,AL,False,attack,Not fleeing,False,-93.037,45.041,True
2021-02-07,shot,toy weapon,32.0,M,W,Lacy Lakeview,LA,False,attack,Not fleeing,False,-90.049,35.142,True
2018-05-11,shot,gun,34.0,M,W,Haughton,FL,False,attack,Not fleeing,False,-86.835,30.413,True
2015-02-15,shot,unknown weapon,18.0,M,W,Colton,NY,True,other,Not fleeing,False,-89.782,30.421,True
2021-09-03,shot,knife,57.0,F,W,Los Lunas,IN,False,other,Not fleeing,False,-81.92,36.715,True
2018-01-04,shot,toy weapon,23.0,M,W,Boise,FL,True,other,Not fleeing,True,-81.34,33.839,True
2017-06-23,shot,gun,32.0,M,W,Hollywood Hills,FL,False,attack,Not fleeing,True,-92.932,31.826,True
2015-10-09,shot,motorcycle,30.0,M,W,Columbia,NC,False,attack,Other,False,-88.705,32.395,True
2016-03-27,shot,gun,21.0,M,W,Splendora,MN,False,other,Not fleeing,False,-117.163,32.726,True
2020-02-25,shot,knife,23.0,M,W,New York,OR,False,attack,Not fleeing,False,-121.919,42.518,True
2016-07-02,shot,unarmed,31.0,M,W,Bristol,OK,False,other,Car,False,-86.66,33.637,True
2018-11-05,shot,toy weapon,32.0,M,H,Glen Burnie,FL,False,other,Foot,False,-81.071,29.196,True
2020-07-10,shot,gun,32.0,M,W,Panama City,OH,False,other,Other,False,-88.415,33.781,True
2019-10-27,shot,gun,36.0,M,W,Tulsa,AK,True,other,Not fleeing,False,-87.821,41.82,True
2016-10-02,shot and Tasered,gun,39.0,M,W,Markham,KY,False,attack,Foot,False,-95.241,30.043,True
2017-07-03,shot,gun,49.0,M,B,Bonaire,CA,False,attack,Not fleeing,False,-118.244,34.052,True
2018-04-11,shot,unarmed,22.0,M,W,Sparta,AZ,False,other,Foot,True,-118.297,33.903,True
2016-07-16,shot,knife,34.0,M,B,Little Egg Harbor Township,MO,False,attack,Not fleeing,False,-118.322,34.036,True
2016-04-03,shot and Tasered,unarmed,26.0,M,B,Eau Claire,IN,False,other,Not fleeing,False,-84.279,30.461,True
2016-04-01,shot,hatchet,24.0,M,B,Lockhart,AR,False,other,Not fleeing,False,-86.54,34.659,True
2015-02-08,shot,gun,27.0,M,B,Anchorage,FL,False,attack,Foot,False,-106.764,32.32,True
2018-03-28,shot,toy weapon,42.0,M,W,Swansea,CO,False,attack,Other,True,-90.268,38.663,True
2015-03-05,shot,gun,18.0,M,W,Lincoln,WA,True,attack,Not fleeing,False,-75.608,39.958,True
2016-03-27,shot,knife,34.0,M,H,Roswell,AL,False,attack,Not fleeing,False,-96.155,36.076,True
2015-12-23,shot,gun,37.0,M,W,Dearborn,NC,False,other,Not fleeing,False,-106.583,35.094,True
